Word	uniqueID	WordNet ID	Wordnet ID2	Wordnet ID3	Wordnet ID4	WordNet Synonyms	Definition (from WordNet, Google, or Wikipedia)	Bigram	Percent_known	Rank (combining COCA/concreteness)	Concreteness (M)	COCA word freq (online)	COCA word freq	COCA (dispersion)	COCA (rank)	BNC freq	SUBTLEX freq	Dominant Part of Speech	Bottom-up Category (Human Raters)	Top-down Category (WordNet)	Top-down Category (manual selection)	All Bottom-up Categories	Number of word meanings in list	Example image
chest	chest1	n05553288	breast%1:08:01::	breast#1	breast.n.01	breast, chest	the front of the trunk from the neck to the abdomen	0	1	1507	4.93	28869	22508	0.89	1725	3799	2090	Noun	body part	body part	body part	body part	2	https://imgur.com/NJTAfwU
chest	chest2	n03014705	chest%1:06:00::	chest#2	chest.n.02	chest	box with a lid; used for storage; usually large and sturdy	0	1	1507	4.93	28869	22508	0.89	1725	3799	2090	Noun	furniture	container	furniture, container	furniture, storage	2	https://imgur.com/x7085VW
chick	chick	n01792042	chick%1:05:00::	chick#1	chick.n.01	chick, biddy	young bird especially of domestic fowl	0	1	4429	4.93	2578	2648	0.92	7388	311	1334	Noun	animal, bird	animal, bird	animal, bird	animal, baby animal, bird	1	https://imgur.com/HsAOdRi
chicken wire	chicken_wire	n03016609	chicken_wire%1:06:00::	chicken_wire#1	chicken_wire.n.01	chicken_wire	a galvanized wire network with a hexagonal mesh; used to build fences	1	1	12821.5	4.81	230					0	#N/A				poultry	1	https://imgur.com/fhJQWeF
chicken	chicken1	n07644967	chicken%1:13:00::	chicken#1	chicken.n.01	chicken, poulet, volaille	the flesh of a chicken used for food	0	1	2855	4.8	28685	24465	0.93	1543	2091	3148	Noun	animal, bird		food	bird, animal, farm animal	2	https://imgur.com/39pWjbZ
chicken	chicken2	n01791625	chicken%1:05:01::	chicken#2	chicken.n.02	chicken, Gallus_gallus	a domestic fowl bred for flesh or eggs; believed to have been developed from the red jungle fowl	0	1	2855	4.8	28685	24465	0.93	1543	2091	3148	Noun		animal, bird	animal	fencing	2	https://imgur.com/5ohOAXA
chickpea	chickpea	n07726095	chickpea%1:13:00::	chickpea#3	chickpea.n.03	chickpea, garbanzo	large white roundish Asiatic legume; usually dried	0	0.9	9153.5	4.93	363	477	0.69	20886	5	0	#N/A	food	vegetable	food, vegetable	food, legume	1	https://imgur.com/qp0wLcE
chihuahua	chihuahua	n02085620	chihuahua%1:05:00::	Chihuahua#3	chihuahua.n.03	Chihuahua	an old breed of tiny short-haired dog with protruding eyes from Mexico held to antedate Aztec civilization	0	1	19405.5	4.38	660	72	0.79	38831		72	#N/A		animal	animal	dog	1	https://imgur.com/okmVtgI
chili	chili	n07864934	chili%1:13:01::	chili#1	chili.n.01	chili, chili_con_carne	ground beef and chili peppers or chili powder often with tomatoes and kidney beans	0	1	6252.5	4.79	4822	2294	0.9	8123		382	Noun	food	food	food	food	1	https://imgur.com/3zIAlX8
chime	chime	n03017168	chime%1:06:00::	chime#1	chime.n.01	chime, bell, gong	a percussion instrument consisting of a set of tuned bells that are struck with a hammer; used as an orchestral instrument	0	1	11965.5	4.4	369	984	0.86	13338	66	47	Verb	musical instrument	musical instrument	musical instrument	musical instrument	1	https://imgur.com/kXVkZtF
chimney	chimney	n03017428	chimney%1:06:00::	chimney#1	chimney.n.01	chimney	a vertical flue that provides a path through which smoke from a fire is carried away through the wall or roof of a building	0	1	4321	5	1952	2110	0.91	8475	674	213	Noun				part of building	1	https://imgur.com/RzL3fl4
chin	chin	n05599617	chin%1:08:00::	chin#1	chin.n.01	chin, mentum	the protruding part of the lower jaw	0	1	3085.5	4.89	10573	7585	0.86	3978	1611	647	Noun	body part	body part	body part	body part, facial feature	1	https://imgur.com/S2MINvZ
chinaware	chinaware	n03018493	chinaware%1:06:00::	chinaware#1	chinaware.n.01	chinaware, china	dishware made of high quality porcelain	0	0.97	17069	4.82	19					2	Noun				dinnerware	1	https://imgur.com/6gKWaEH
chinchilla	chinchilla	n02367492	chinchilla%1:05:00::	chinchilla#3	chinchilla.n.03	chinchilla, Chinchilla_laniger	small rodent with soft pearly grey fur; native to the Andes but bred in captivity for fur	0	1	16853.5	4.72	99	57	0.8	41546		27	Noun	animal	animal	animal	animal	1	https://imgur.com/cPZ2ZhQ
chip	chip	n03020034	chip%1:06:00::	chip#7	chip.n.07	chip, microchip, micro_chip, silicon_chip, microprocessor_chip	electronic equipment consisting of a small crystal of a silicon semiconductor fabricated to carry out a number of electronic functions in an integrated circuit	0	1	4067.5	4.71	10086	16162	0.94	2172	1840	1051	Noun				computer hardware, electronic component	1	https://imgur.com/SMoh6zK
chipmunk	chipmunk	n02360282	chipmunk%1:05:02::	chipmunk#1	chipmunk.n.01	chipmunk	a burrowing ground squirrel of western America and Asia; has cheek pouches and a light and dark stripe running down the body	0	1	11155	4.97	191	225	0.88	25746	20	42	Noun	animal	animal	animal	rodent, animal	1	https://imgur.com/UtJeQ5o
chips	chips	n07712559	chip%1:13:00::	chip#4	chip.n.04	chip, crisp, potato_chip, Saratoga_chip	a thin crisp slice of potato fried in deep fat	0	1	2057.5	4.9	10997				1858	828	Noun		food	food	snack, junk food	1	https://imgur.com/LJnqCav
chisel	chisel	n03020692	chisel%1:06:00::	chisel#1	chisel.n.01	chisel	an edge tool with a flat steel blade with a cutting edge	0	0.97	12274.5	4.63	459	478	0.87	18928	176	45	Verb	tool	tool	tool	tool	1	https://imgur.com/RdIfxNI
chive	chive	n12435152	chive%1:20:00::	chive#1	chive.n.01	chives, chive, cive, schnittlaugh, Allium_schoenoprasum	perennial having hollow cylindrical leaves used for seasoning	0	0.93	14608	4.81	117				12	0	#N/A	food, vegetable	plant	plant, food, vegetable	herb, vegetable, food	1	https://imgur.com/jWf14bU
chocolate	chocolate	n07601999	chocolate%1:13:00::	chocolate#2	chocolate.n.02	chocolate	a food made from roasted ground cacao beans	0	1	4211.5	4.72	16050	12682	0.92	2652		1499	Noun	dessert		food, dessert	candy, dessert	1	https://imgur.com/Mpz2O1P
chopsticks	chopsticks	n03025755	chopstick%1:06:00::	chopstick#1	chopstick.n.01	chopstick	one of a pair of slender sticks used as oriental tableware to eat food with	0	1	8417.5	5	584	496	0.89	18358	42	93	Noun			tool	eating utensil, eating utensil	1	https://imgur.com/77P4Br4
christmas card	christmas_card	n06627623	christmas_card%1:10:00::	Christmas_card#1	Christmas_card.n.01	Christmas_card	a card expressing a Christmas greeting	1	1	11704.5	4.86	278					0	#N/A				stationery	1	https://imgur.com/YoCEt5v
christmas tree	christmas_tree	n03026626	christmas_tree%1:06:00::	Christmas_tree#5	Christmas_tree.n.05	Christmas_tree	an ornamented evergreen used as a Christmas decoration	1	1	5371.5	4.9	1977					0	#N/A		decoration	home decor	holiday decoration	1	https://imgur.com/5NYDZIb
chute	chute	n03029603	chute%1:06:00::	chute#2	chute.n.02	chute, slide, slideway, sloping_trough	sloping channel through which things can descend	0	1	9327	4.61	1301	1372	0.9	10901	137	184	Noun				building equipment	1	https://imgur.com/43noUY3
cigar	cigar	n03030035	cigar%1:06:00::	cigar#1	cigar.n.01	cigar	a roll of tobacco for smoking	0	1	3588	4.93	3449	4107	0.9	5767	490	660	Noun				tobacco product	1	https://imgur.com/ptERi0Z
cigarette	cigarette	n03030663	cigaret%1:06:00::	cigaret#1	cigaret.n.01	cigarette, cigaret, coffin_nail, butt, fag	finely ground tobacco wrapped in paper; for smoking	0	1	2302	4.88	13906	17160	0.91	2123		1357	Noun				tobacco product	1	https://imgur.com/uq1G0nH
cigarette butt	cigarette_butt	n03030880	cigarette_butt%1:06:00::	cigarette_butt#1	cigarette_butt.n.01	cigarette_butt	small part of a cigarette that is left after smoking	1	1	12254.5	5	141					0	#N/A				trash	1	https://imgur.com/Ga9wphY
cigarette holder	cigarette_holder	n03031152	cigarette_holder%1:06:00::	cigarette_holder#1	cigarette_holder.n.01	cigarette_holder	a tube that holds a cigarette while it is being smoked	1	1	17564	4.63	64					0	#N/A				smoking accessory	1	https://imgur.com/aOUcgHb
cilantro	cilantro	n07817315	cilantro%1:13:00::	cilantro#2	cilantro.n.02	coriander, Chinese_parsley, cilantro	parsley-like herb used as seasoning or garnish	0	0.97	9681.5	4.45	3227	2026	0.84	9052		24	Noun		food	plant, food, vegetable	herb	1	https://imgur.com/7zSbEeg
cinnamon	cinnamon	n11705052	cinnamon%1:20:02::	cinnamon#1	cinnamon.n.01	cinnamon, cinnamon_bark	aromatic bark used as a spice	0	1	4935	4.85	4743	3325	0.89	6557		152	Noun			food	spice	1	https://imgur.com/5TrSrYu
clam	clam	n01956481	clam%1:05:00::	clam#1	clam.n.01	clam	burrowing marine mollusk living on sand or mud; the shell closes with viselike firmness	0	1	6205.5	4.89	801	1509	0.89	10345	73	200	Noun		animal	animal, food	seafood, sea creature, shellfish, mollusk	1	https://imgur.com/8jnd73x
clarinet	clarinet	n03037709	clarinet%1:06:00::	clarinet#1	clarinet.n.01	clarinet	a single-reed instrument with a straight tube	0	1	8454.5	4.92	761	629	0.91	16259		80	Noun	musical instrument	musical instrument	musical instrument	musical instrument	1	https://imgur.com/NtIoLwV
clasp	clasp	n03038281	clasp%1:06:00::	clasp#1	clasp.n.01	clasp	a fastener (as a buckle or hook) that is used to hold two things together	0	1	14971	4.41	405	367	0.85	21323	169	52	Noun				fastener	1	https://imgur.com/LVsCGP9
clay	clay	n14813182	clay%1:27:00::	clay#1	clay.n.01	clay	a very fine-grained soil that is plastic when moist but hard when fired	0	1	3169	4.93	12148	5287	0.93	4816	1599	612	Noun				art supply	1	https://imgur.com/ecoJTJn
cleat	cleat	n03041265	cleat%1:06:02::	cleat#1	cleat.n.01	cleat	a metal or leather projection (as from the sole of a shoe); prevents slipping	0	1	12082.5	4.5	315	718	0.85	15701	25	22	Noun	sports equipment		sports equipment	shoe, sports equipment	1	https://imgur.com/jZwVShg
cleaver	cleaver	n03041632	cleaver%1:06:00::	cleaver#1	cleaver.n.01	cleaver, meat_cleaver, chopper	a butcher's knife having a large square blade	0	1	12527.5	4.7	635	353	0.85	21655	72	68	Noun	kitchen tool	tool	weapon, kitchen tool, tool	knife, kitchen tool	1	https://imgur.com/hnMwSqN
clipboard	clipboard	n03044418	clipboard%1:06:00::	clipboard#1	clipboard.n.01	clipboard	a small writing board with a clip at the top for holding papers	0	1	7137.5	4.93	1125	905	0.86	13931	128	38	Noun	office supply		office supply	office supply	1	https://imgur.com/xwmsabu
clipper	clipper1	n03045074	clipper%1:06:01::	clipper#3	clipper.n.03	clipper	shears for cutting grass or shrubbery (often used in the plural)	0	0.96	15356	4.3	578	413	0.91	19777	70	59	Noun		tool	tool	garden tool	2	https://imgur.com/tuNZMfU
clipper	clipper2	n03044934	clipper%1:06:00::	clipper#4	clipper.n.04	clipper	scissors for cutting hair or finger nails (often used in the plural)	0	0.96	15356	4.3	578	413	0.91	19777	70	59	Noun		tool		grooming tool	2	https://imgur.com/Gntpyxc
cloak	cloak	n03045337	cloak%1:06:00::	cloak#2	cloak.n.02	cloak	a loose outer garment	0	1	7142	4.71	2439	2174	0.86	8596	733	153	Noun	clothing	clothing	clothing	clothing	1	https://imgur.com/kn5cz7W
clock	clock	n03046257	clock%1:06:00::	clock#1	clock.n.01	clock	a timepiece that shows the time of day	0	1	1432.5	5	14390	12395	0.95	2651	2930	2990	Noun				time keeping device	1	https://imgur.com/rv8DGku
closet	closet	n04550184	closet%1:06:02::	closet#3	closet.n.03	wardrobe, closet, press	a tall piece of furniture that provides storage space for clothes; has a door and rails or hooks for hanging clothes	0	1	3592	4.83	34584	8597				1381	Noun		furniture	furniture, container	storage	1	https://imgur.com/ZGlyr1M
clothes	clothes	n02728440	clothes%1:06:00::	clothes#1	clothes.n.01	apparel, wearing_apparel, dress, clothes	clothing in general	0	1	3237.5	4.76	10120	27033	0.92	1438		5158	Noun		clothing	clothing	apparel	1	https://imgur.com/AI4quUv
clothesline	clothesline	n03051152	clothesline%1:06:00::	clothesline#1	clothesline.n.01	clothesline	a cord on which clothes are hung to dry	0	1	9480.5	4.86	549	552	0.87	17656	5	21	Noun				laundry equipment	1	https://imgur.com/0cTTuEE
clothespin	clothespin	n03051249	clothespin%1:06:00::	clothespin#1	clothespin.n.01	clothespin, clothes_pin, clothes_peg	wood or plastic fastener; for holding clothes on a clothesline	0	0.96	17238.5	4.41	90	177	0.88	28209		15	Noun				laundry equipment	1	https://imgur.com/W5baxDq
cloud	cloud	n09247410	cloud%1:17:00::	cloud#2	cloud.n.02	cloud	a visible mass of water or ice particles suspended at a considerable altitude	0	1	5562	4.54	12771	19214	0.92	1924	2190	599	Noun				sky object	1	https://imgur.com/J801k76
clove	clove	n07814487	clove%1:13:00::	clove#4	clove.n.04	clove	spice from dried unopened flower bud of the clove tree; used whole or ground	0	0.96	8592.5	4.42	1594	3905	0.86	6099	141	26	Noun		food	food	spice	1	https://imgur.com/8AletVw
clover	clover	n11752578	clover%1:20:00::	clover#1	clover.n.01	clover, trefoil	a plant of the genus Trifolium	0	1	11111.5	4.69	991	569	0.89	17258	234	67	Noun	plant	plant	plant	plant	1	https://imgur.com/IvUvhTJ
coal	coal	n14814616	coal%1:27:00::	coal#1	coal.n.01	coal	fossil fuel consisting of carbonized vegetable matter deposited in the Carboniferous period	0	1	5293	4.66	10720	8928	0.94	3358	5092	335	Noun				fuel	1	https://imgur.com/lLGgUxp
coaster	coaster	n03056701	coaster%1:06:00::	coaster#3	coaster.n.03	coaster	a covering (plate or mat) that protects the surface of a table (i.e., from the condensation on a cold glass or bottle)	0	1	8241	4.68	1794	1604	0.91	9896	50	159	Noun	home decor		home decor	table accessory, home decor	1	https://imgur.com/r92QsQr
coat	coat	n03057021	coat%1:06:00::	coat#1	coat.n.01	coat	an outer garment that has sleeves and covers the body from shoulder down; worn outdoors	0	1	1355.5	4.97	17240	16010	0.9	2261	3545	2146	Noun	clothing	clothing	clothing	clothing, outerwear	1	https://imgur.com/dVLy8s9
coat rack	coat_rack	n03059103	coat_rack%1:06:00::	coat_rack#1	coat_rack.n.01	coatrack, coat_rack, hatrack	a rack with hooks for temporarily holding coats and hats	1	1	16311	4.76	75					0	#N/A	furniture, home decor		furniture	furniture, home decor	1	https://imgur.com/hUuOAhr
cobra	cobra	n01747885	cobra%1:05:00::	cobra#1	cobra.n.01	cobra	venomous Asiatic and African elapid snakes that can expand the skin of the neck into a hood	0	1	9139.5	5	1304	395	0.86	20577	229	170	Noun		animal	animal	snake, reptile	1	https://imgur.com/GkLSbR0
cockatoo	cockatoo	n01819115	cockatoo%1:05:00::	cockatoo#1	cockatoo.n.01	cockatoo	white or light-colored crested parrot of the Australian region; often kept as cage birds	0	0.96	15893.5	4.73	97	91	0.82	35706		8	Noun	bird	animal, bird	animal, bird	bird	1	https://imgur.com/Fvv9zqn
cockroach	cockroach	n02233338	cockroach%1:05:00::	cockroach#1	cockroach.n.01	cockroach, roach	any of numerous chiefly nocturnal insects; some are domestic pests	0	1	7181.5	4.96	476	819	0.91	14307	55	174	Noun	insect	animal, insect	animal, insect	insect	1	https://imgur.com/CdQLozC
cocktail	cocktail	n07911677	cocktail%1:13:00::	cocktail#1	cocktail.n.01	cocktail	a short mixed drink	0	1	8442	4.4	5228	4626	0.93	5275	717	555	Noun		food, beverage	drink	alcoholic drink	1	https://imgur.com/GdiW5ks
coconut	coconut	n07772935	coconut%1:13:00::	coconut#2	coconut.n.02	coconut, cocoanut	large hard-shelled oval nut with a fibrous husk containing thick white meat surrounding a central cavity filled (when fresh) with fluid or milk	0	1	5715.5	4.79	4015	2956	0.91	6911		234	Noun	fruit	fruit	food, fruit	fruit	1	https://imgur.com/fkgUxxf
cocoon	cocoon	n02312744	cocoon%1:05:00::	cocoon#1	cocoon.n.01	cocoon	silky envelope spun by the larvae of many insects to protect pupas and by spiders to protect eggs	0	1	8792	4.83	819	754	0.92	14773	99	57	Noun				insect life cycle	1	https://imgur.com/GvkvKs7
coffee	coffee	n07929519	coffee%1:13:00::	coffee#1	coffee.n.01	coffee, java	a beverage consisting of an infusion of ground coffee beans	0	0.96	2685	4.81	37444	28331	0.92	1392	6666	7371	Noun	drink	food, beverage	drink	drink	1	https://imgur.com/q5XvbKy
coffee bean	coffee_bean	n07929351	coffee%1:13:01::	coffee#3	coffee.n.03	coffee_bean, coffee_berry, coffee	a seed of the coffee tree; ground to make coffee	1	1	14209	4.97	58					0	#N/A	food	fruit	food	bean, food	1	https://imgur.com/YK9YefW
coffee filter	coffee_filter	n03063199	coffee_filter%1:06:00::	coffee_filter#1	coffee_filter.n.01	coffee_filter	filter (usually of paper) that passes the coffee and retains the coffee grounds	1	1	14499	4.93	62					0	#N/A				kitchen supply, paper product	1	https://imgur.com/x8BcwHn
coffee pot	coffee_pot	n03063689	coffeepot%1:06:00::	coffeepot#1	coffeepot.n.01	coffeepot	tall pot in which coffee is brewed	1	1	15345	4.93	260					0	#N/A	kitchen appliance	container, kitchen utensil	container	kitchen appliance	1	https://imgur.com/I5wXOAK
coffee table	coffee_table	n03063968	coffee_table%1:06:00::	coffee_table#1	coffee_table.n.01	coffee_table, cocktail_table	low table where magazines can be placed and coffee or cocktails are served	1	1	5153	4.89	2318					0	#N/A	furniture	furniture	furniture	furniture	1	https://imgur.com/PQRZc6e
coffeemaker	coffeemaker	n03063338	coffee_maker%1:06:00::	coffee_maker#1	coffee_maker.n.01	coffee_maker	a kitchen appliance for brewing coffee automatically	0	1	11821	4.93	237	207	0.84	26971		19	Noun	kitchen appliance	kitchen appliance	electronic device, kitchen appliance	kitchen appliance	1	https://imgur.com/FRD733d
coffin	coffin	n03064758	coffin%1:06:00::	coffin#1	coffin.n.01	coffin, casket	box in which a corpse is buried or cremated	0	1	4682	4.86	3826	3492	0.9	6342	1397	461	Noun		container	container	funeral item	1	https://imgur.com/3XFfG04
coil	coil	n03066029	coil%1:06:02::	coil#5	coil.n.05	coil	tubing that is wound in a spiral	0	1	9152.5	4.56	1135	1744	0.92	9414	424	82	Noun	tool			spring, tool	1	https://imgur.com/apiGNgH
coin	coin	n13388245	coin%1:21:02::	coin#1	coin.n.01	coin	a flat metal piece (usually a disc) used as money	0	1	3441	4.89	4053	5947	0.93	4415	1233	497	Noun				money	1	https://imgur.com/gwkPLQU
coleslaw	coleslaw	n07808587	coleslaw%1:13:00::	coleslaw#1	coleslaw.n.01	coleslaw, slaw	basically shredded cabbage	0	1	14005.5	4.67	389	249	0.87	24795	41	63	Noun	food	food	food	side dish, food	1	https://imgur.com/fvjYDrS
